,X,Y
443,-3.6418157,2.9898076
444,0.61954594,-1.1343374
445,0.7515657,-0.63707477
446,1.6656147,-0.67887044
447,0.54125404,-0.66634595
448,0.5017496,-2.577106
449,-0.66110784,2.317546
450,0.51858914,-1.417921
451,0.6303281,-0.3760468
452,-3.1722872,2.0137694
453,-2.2177343,3.621803
454,-1.5735888,-0.76532185
455,0.6197595,0.031857587
456,0.38676965,-2.5397866
457,2.666266,-0.97062033
458,0.6425537,-0.7134305
459,0.49947864,-0.6681185
460,-1.7988775,4.039091
461,1.3197646,0.88087344
462,-1.5742507,-2.329643
463,-0.9443779,-1.2874861
464,1.3868637,-0.5104434
465,2.1585,-0.62691987
466,0.52058125,-0.56361586
467,0.8491076,-0.81511843
468,3.3235414,-0.74823403
469,3.1346188,-1.8235909
470,-0.43343318,-0.698516
471,-0.78188866,-0.5136816
472,-2.4414752,0.3275489
473,-2.4239085,0.23035905
474,1.2678041,-0.66814315
475,1.2519169,-0.55532825
476,0.45165962,-3.1529987
477,1.2380639,-0.6176579
478,0.57161546,-0.6473805
479,-0.7194984,-1.0641088
480,-1.0582424,-0.9334806
481,1.2362068,-1.516343
482,0.6222285,-1.4127171
483,-1.0637829,-0.9779235
484,-2.4278703,-0.53049934
485,0.32274336,-2.8500009
486,0.29231608,-2.4714005
487,0.3646512,-2.4141114
488,1.3342345,-0.48691666
489,1.9038182,-1.9538246
490,1.2268825,-0.48348424
491,-0.25468194,-0.5354585
492,0.3144117,-2.5397527
493,0.42302132,-4.250776
494,1.9882054,-1.9545456
495,0.7096456,-0.5177988
496,-0.39870977,-0.5764891
497,-0.4413296,-0.67346644
498,1.5274408,-3.4530857
499,-3.0180392,0.54511225
500,-1.4913986,-2.2321365
501,1.2728362,-0.3694343
502,-0.3138969,-0.35396576
503,0.67828774,-0.40663338
504,-1.1101027,-1.8188952
505,0.6826649,-0.5265778
506,-0.5026182,-0.20006922
507,1.2619137,-0.3687727
508,-0.52995276,-0.6180802
509,0.5250332,-2.6043541
510,0.52957416,-2.9384744
511,0.6934857,-0.5692526
512,-0.57631385,-0.30370787
513,3.182758,-0.63949597
514,1.2904216,-0.6594715
515,0.6968806,-0.8811929
516,0.678576,-0.51711833
517,0.6499146,-0.5585217
518,1.2388163,-0.6505394
519,0.5830159,-0.62724996
520,0.6444533,-0.61042887
521,0.6803417,-0.5808874
522,0.697727,-0.5553139
523,-0.5912981,-0.36240295
524,-0.32271945,-0.38631448
525,0.41332644,-1.7910315
526,0.5201014,-0.5542841
527,3.1640794,-1.8423095
528,0.53271097,-0.56339717
529,-0.3116926,-0.47210318
530,1.2608345,-0.6267489
531,1.2531652,-0.4129412
532,1.2621243,-0.45513743
533,-0.4364661,-0.49375504
534,1.3039358,-1.5521001
535,0.58751774,-0.49617794
536,0.53728175,-0.61378384
537,0.5344884,-0.66436815
538,-0.861608,-0.52245253
539,3.115487,-1.0039562
540,0.7775444,-0.726806
541,0.6905439,-0.9551146
542,0.55173033,-0.80141133
543,0.70306075,-0.58583903
544,0.66716826,-0.69878745
545,0.669302,-0.69739604
546,0.6790955,-0.7489012
547,0.69143236,-0.7690095
548,-0.3632095,-0.60493565
549,0.3998742,-2.5191126
550,1.2155179,-1.2028235
551,1.2252376,-1.182706
552,1.2230835,-1.2357866
553,0.5793247,-0.74606395
554,0.6985156,-0.60145867
555,0.70692134,-0.7674155
556,0.37766725,-2.5476305
557,1.1176836,-1.3078775
558,1.463992,-0.48133606
559,-0.33582473,-0.47333512
560,1.2290053,-1.1907269
561,1.2312789,-0.8106022
562,0.61829185,-0.7609911
563,0.55888236,-4.0503216
564,1.6372093,-0.77206457
565,0.53395134,-0.79841524
566,1.1197745,-0.86569875
567,1.2309997,-1.508748
568,0.64631313,-0.3398828
569,1.3240142,-0.39096475
570,1.3163598,-0.53511393
571,0.4800712,-0.53193676
572,-2.1869802,-2.4771135
573,1.3403943,-0.4639355
574,0.7018763,-0.5069604
575,0.66415346,-0.8898014
576,0.66841704,-0.89259726
577,0.6691153,-0.8857849
578,0.6612151,-0.8961245
579,0.80029,-0.74050224
580,0.71654415,-0.47198042
581,0.75801337,-0.53874624
582,0.87399143,-0.71704686
583,0.6625336,-1.1498631
584,1.3752459,-0.62842005
585,0.7675617,-0.4547537
586,0.8507069,-0.75916886
587,1.2022121,-0.8717177
588,0.61406106,-0.5925045
589,0.8548093,-0.83543855
590,0.6689619,-0.8856834
591,0.8119758,-0.67895436
592,0.66146463,-0.3624332
593,0.6651238,-0.3602645
594,0.68097186,-0.9024992
595,0.77013254,-1.373532
596,0.39135563,-3.1028998
597,-2.8365726,-0.28166088
598,0.56419164,-1.471254
599,-1.179744,-0.86595756
600,0.48985165,-2.5763628
601,0.5165404,-2.5681376
602,0.6345104,-0.78479636
603,0.6245334,-1.7214714
604,0.79250485,-0.6749571
605,-0.44752324,-0.74995095
606,0.75938743,-0.89332724
607,-0.4759754,-0.7485684
608,-0.44524038,-0.74273604
609,-0.44606853,-0.7540821
610,0.7715808,-0.88920975
611,-0.40758383,-0.7136771
612,0.4613673,-3.0069788
613,0.3559997,-3.1497104
614,0.79268265,-0.6836982
615,0.79721,-0.6839828
616,0.78392476,-0.778044
617,0.74240375,-1.0399134
618,0.75292194,-1.0402449
619,0.7488191,-0.9528976
620,0.74129575,-0.9533999
621,0.6985139,-2.9995275
622,0.60027593,-0.8641106
623,0.5867841,-0.71183264
624,0.62332743,-0.8155946
625,0.62332743,-0.8155946
626,0.81355464,-0.7806475
627,0.79329056,-0.47790647
628,0.7172231,-0.4074933
629,0.66208583,-0.8620215
630,0.81430304,-0.69289213
631,-2.8809712,-0.32408574
632,0.8148126,-0.6939441
633,1.3058879,-0.43375805
634,0.70519286,-0.83372843
635,0.7885425,-0.6849754
636,0.7927603,-0.6868436
637,-0.97682106,-0.5726331
638,0.7821082,-0.70924294
639,0.6188917,-1.4408394
640,0.79268265,-0.6836982
641,0.4244678,-3.3628469
642,1.1349052,-1.1481434
643,0.7640653,-0.6460422
644,0.76358616,-0.65112185
645,0.7478411,-0.46069005
646,0.66666275,-0.8355999
647,0.66640776,-0.8396242
648,0.6585406,-0.82136935
649,0.6424595,-0.8197826
650,0.7165687,-0.80780864
651,0.8064449,-0.7131039
652,0.8290174,-0.67786306
653,-0.2703178,-0.47016853
654,0.71494055,-0.4088054
655,0.6121347,-0.69900286
656,0.56162757,-0.6647894
657,1.157145,-1.2917157
658,0.7143706,-0.3831391
659,0.7160047,-0.3962708
660,0.43484116,-3.5932243
661,-0.2557323,-0.31594154
662,0.56505585,-2.4948628
663,0.6804114,-0.00081148
664,0.59432125,-0.72770774
665,0.7924932,-0.6150281
666,-4.5776443,-3.2817872
667,-1.697131,-0.3302336
668,0.6763562,-0.80460715
669,0.6627916,-0.8018561
670,0.8469918,-0.7778647
671,0.57669973,-0.6302598
672,0.66848963,-0.4072787
673,0.8279568,-0.76581407
674,0.73220694,-0.8709078
675,0.73682797,-0.86710286
676,0.7353493,-0.86951065
677,0.68218744,-0.7813655
678,0.7494554,-0.81054264
679,-5.0408926,0.13362971
680,-4.3021836,-0.88478917
681,-1.3056667,-1.8777252
682,0.6982447,-0.77202266
683,0.7700421,-0.7564255
684,0.64601856,-0.8044238
685,0.38004553,-2.4010818
686,0.505822,-0.5871296
687,0.49592555,-0.5295388
688,0.28819096,-2.427506
689,0.5994136,-0.54028785
690,1.5728717,5.346784
691,1.3403829,-0.5170002
692,-0.5810699,2.979858
693,-2.997925,-1.4950211
694,-1.3015692,2.1041753
695,-1.1972998,-0.15852347
696,-1.1972998,-0.15852347
697,0.76814294,-0.7990302
698,-0.7640213,-0.35520962
699,-0.85124195,-0.45081207
700,-1.3172996,3.3270624
701,1.243614,-0.81143856
702,1.6476305,-0.8467312
703,1.6742821,-0.78818536
704,3.0009995,-0.6277325
705,0.66757417,0.07608984
706,1.2624822,-0.44303462
707,0.68943185,-0.02698075
708,0.69010913,-0.017979167
709,-1.8760989,4.082526
710,1.2629207,0.75529563
711,-2.2733164,3.609434
712,0.64318085,0.017807074
713,-1.0387834,1.2031349
714,-0.3036009,-0.3961552
715,-1.1316197,4.0075936
716,-1.1278268,4.0282683
717,1.2082999,0.028223552
718,-0.99873567,2.1810052
719,3.008269,-0.57509196
720,1.2287228,-2.6955502
721,1.6324501,0.83787787
722,0.6756605,-0.58558476
723,0.6752715,-0.5850357
724,0.59177554,-0.6252593
725,0.5821769,-0.7331153
726,0.42679632,0.49610826
727,0.42678547,0.47494355
728,-0.7644888,-0.45682022
729,1.0045489,0.55726755
730,0.534513,-0.8476269
731,0.5655283,-0.8200437
732,1.256309,-0.96757644
733,1.3738227,-1.0553682
734,1.3681614,-1.025066
735,0.37408882,-2.596688
736,3.6396797,-1.2270273
737,0.40380347,0.41335508
738,0.49739838,0.10709608
739,2.5985215,0.15577301
740,0.60400265,-0.86032104
741,0.5807629,-0.900339
742,-0.981193,-0.6405519
743,2.9955695,-3.7670424
744,3.0563323,-3.460473
745,3.043803,-3.4456708
746,1.2534811,0.68084764
747,0.406125,0.5028324
748,1.7464244,-0.720701
749,1.7453239,-0.7141564
750,0.6480063,-0.83227736
751,1.9393904,-1.961769
752,3.3329227,-1.2728943
753,-1.6433239,1.0617405
754,0.74001473,-1.0220239
755,0.7712847,-3.4268625
756,1.276161,-1.1856138
757,3.680906,-1.171927
758,3.1493418,-0.79592824
759,1.3103558,-0.3807096
760,-0.48568273,-0.6929997
761,0.6363714,-0.8562186
762,0.56495595,-0.7139254
763,-0.78672385,-0.4557288
764,-0.7972305,-0.4695668
765,0.60671663,-0.8531091
766,0.35909694,-2.5442746
767,0.50878525,0.17529893
768,-1.5898043,2.73759
769,0.63487816,-0.41178548
770,0.51124537,0.38951758
771,1.0060691,0.6502395
772,0.6589579,-0.7753044
773,0.51566505,-0.6874479
774,-0.25475955,-0.55550635
775,1.3695145,-0.65703845
776,1.3681878,-0.66455114
777,1.3723947,-0.6718751
778,-1.8684759,-1.732108
779,1.381745,-0.7059798
780,0.52951384,-0.73892117
781,0.38614506,-2.4921627
782,2.753256,-0.75796944
783,0.24270497,4.590404
784,0.5600484,-0.37731618
785,0.71326506,-0.44600257
786,0.7748457,-0.7389561
787,0.7793784,-0.73967516
788,0.7128796,-0.5894464
789,0.7652726,-0.46399587
790,0.48806798,-0.5674641
791,0.4513327,-0.59627724
792,0.5217091,-0.77606356
793,0.48614997,0.15318963
794,0.26015162,-2.599148
795,-1.1683512,-0.17627528
796,-1.11069,-0.106888555
797,-1.1529282,-0.18268874
798,1.7545811,-0.81192756
799,1.3856695,-0.4610036
800,1.3192896,-0.8673357
801,-1.0429354,1.1775929
802,0.43104863,0.45421144
803,0.60807264,-0.79881227
804,0.64829624,-0.840009
805,0.6244192,-1.6861417
806,0.6709713,-0.6528016
807,2.834109,-0.8591961
808,2.856213,-0.8508043
809,0.65959346,0.18708411
810,1.2410789,-1.2024189
811,1.2534072,-1.170201
812,0.576986,0.43029472
813,0.4889332,-0.5996616
814,0.46035326,-0.5278807
815,0.5286792,-0.74089897
816,0.96293926,0.5157961
817,2.6773415,-1.2316009
818,0.75278693,-2.8006873
819,0.5444631,-0.6475048
820,0.64296687,-0.65110147
821,0.7506159,-0.694692
822,2.6698823,-1.1664908
823,0.6805942,-0.9194075
824,0.51589155,-0.76454866
825,1.3095403,-0.8350467
826,0.53646755,-0.79139376
827,0.59700894,0.08858336
828,0.45173967,0.43517902
829,0.60283005,-0.4245365
830,1.3332088,-0.6136405
831,1.3660618,-0.56002927
832,2.3645246,0.27326983
833,-0.19603167,-0.49601007
834,2.3571484,0.27567244
835,0.5682509,-0.8377672
836,0.45342553,0.46025977
837,0.67879117,-0.8786315
838,0.77501464,-1.0075556
839,-0.90743726,-0.6267249
840,1.1652263,1.6199688
841,3.4442823,2.0854502
842,0.5564442,0.54655963
843,-1.2475001,2.0811505
844,0.48860508,0.08456016
845,1.8159262,1.2215253
846,-0.7116798,-0.26655522
847,4.1438026,-0.71180046
848,0.64004195,-0.4547646
849,1.7389822,-0.65677774
850,0.43520248,0.43258753
851,0.63610995,-1.384576
852,0.44913983,0.07528178
853,0.53984094,-0.7816999
854,0.5099505,-0.7417114
855,0.5118592,-0.7504945
856,0.4077598,0.49147078
857,0.5368779,-0.7994739
858,-0.72695553,-0.2896702
859,-0.7853713,-0.5309846
860,0.4744768,0.12552062
861,0.4700458,0.13381204
862,0.4725222,0.14310673
863,0.61188936,-0.3909895
864,0.6268208,-0.4661439
865,-2.1697326,-2.595252
866,0.3928392,0.45049027
867,0.38720477,0.43665615
868,0.49233282,-0.6503646
869,0.39829314,0.43694648
870,0.4231152,0.37835333
871,0.5017198,0.17625204
872,-0.5136118,-0.15859786
873,0.48308933,0.114199944
874,0.5092225,-0.7208432
875,-1.6205493,0.029902793
876,0.16834302,-2.5808704
877,1.2719891,0.7937097
878,1.7716547,-0.61904013
879,0.45102358,0.1302123
880,1.7573498,-0.6600088
881,-0.49824405,-0.6742978
882,-0.41904318,-0.6182014
883,0.46337426,-0.5645162
884,0.3004008,-1.8385682
885,0.37934053,0.41019997
886,0.45871508,-0.56958175
887,3.1311615,-0.62408066
888,3.149055,-0.5921871
889,0.3918268,0.47182158
890,0.4056641,0.47747532
891,0.54780936,0.20937732
892,0.2938767,-2.5040634
893,3.1044607,-1.0006715
894,-0.7839402,-0.37031946
895,-0.610942,1.7123832
896,0.410558,-2.5143797
897,0.6472411,-1.098899
898,0.5028136,-0.67977566
899,0.21789636,1.0426646
900,0.5772811,-0.8629926
901,0.5381925,-0.7766209
902,0.579491,-0.85833585
903,0.57733524,-0.830113
904,0.5340028,0.53595203
905,0.52509767,0.5450752
906,0.95041037,0.5345107
907,0.95726824,0.54404956
908,0.95776796,0.53076017
909,0.28901446,4.053269
910,0.6894998,-0.6597357
911,0.5542306,-0.71924436
912,-0.76305616,3.0305626
913,-0.76951075,3.0407016
914,1.291157,-1.4909092
915,0.5797132,-0.73337173
916,0.7339674,-0.81334424
917,1.3685808,-0.47306553
918,0.5734285,-0.65552545
919,0.5913528,-1.4741231
920,0.6402503,0.028126188
921,0.64525646,0.044966944
922,0.6862538,0.10540313
923,0.7184025,0.05068306
924,0.72934186,0.056824066
925,0.7126441,-0.6578172
926,0.7063637,-0.63621926
927,0.6946299,-0.6063769
928,0.72751284,-0.62178236
929,0.7343094,-0.65078694
930,0.73056173,-0.6648959
931,0.5793562,-0.7512592
932,0.6779952,-0.5548788
933,0.68532926,-0.55607885
934,0.4039405,0.5048283
935,1.7974107,-0.60550773
936,-1.8019136,0.30330417
937,1.2801545,-3.026271
938,0.26415056,1.0385584
939,-1.035003,3.8495753
940,0.4364372,1.1224092
941,1.243275,-1.5299064
942,1.193805,-1.5660449
943,2.0645268,3.9971745
