X,Y,hardness,depth,brightness,roughness,warmth,sharpness,boominess,reverb
-3.04,-0.96,39.72429458206663,50.25955579254342,45.916795506785235,33.786925939627935,43.5104182074224,29.724153403036613,35.17246505739354,0
0.16,-1.28,37.715120678034964,52.10622216960034,47.48399187903231,42.113650835738945,49.258760084569886,30.788742900800592,36.78530852440231,0
3.52,1.44,56.93407453555932,42.26190396113296,63.30269940665865,61.91056503683286,41.825775208634965,49.34134674253531,22.81229584030286,1
-3.04,0.32,61.78567163265197,28.412460150185446,75.44761208292655,65.96637256903506,18.237341364793295,66.00612535260626,9.633663228034528,0
-1.92,0.8,77.74107600664885,29.61305178559232,73.55354325187835,64.80719207945688,19.812485481692107,64.02720177582832,10.23415632735351,1
-2.88,2.24,63.55785502246502,26.939238856205925,72.6401719684207,64.67883501646331,19.56465802745697,62.26730934167953,14.480460705211943,0
-2.56,-1.76,29.93147061954599,52.92635117693399,41.279001271801306,42.9863096603282,48.86866470338294,22.808086216725734,34.97648560898222,1
-3.52,3.68,65.24397697334322,33.321671407788706,68.36421719269288,61.722793186526786,23.281715413177807,58.32162406306739,19.487654630074218,1
0.32,-2.88,47.03180487384864,38.22062327212616,49.09627309161049,47.49135639959853,48.9709183625467,29.397455612933133,33.97967045979393,1
0.0,-2.56,48.675541046121026,39.064278458182116,48.593953327128034,44.47879110006202,49.506769625400636,27.78903406178285,34.898523025260154,1
0.16,-2.88,46.23756850037924,39.05591628603977,48.397824557769866,46.66745171508022,49.61370131041291,27.14901046447752,34.73289616375642,1
-3.36,-2.08,32.894326364132425,46.492075577984,47.333736254290656,42.770062608510095,51.26859101642633,30.442126701293237,33.60400304723544,1
-0.96,-1.28,34.514116843249695,53.346414476046306,42.109896275834124,41.64412630058251,50.9576058479343,25.049366169076155,38.471713274585284,0
-0.96,-1.92,42.543245349330164,47.387013611187314,44.14646317111449,49.39139078034306,49.34455557157912,26.70024067747288,33.88040063519955,1
-3.84,-1.76,31.02531622782513,37.11036689029714,47.375386630727775,32.65407060041237,38.25458551828014,30.979708962844754,29.940408521551,1
1.76,3.04,69.68604915047277,34.38726610226579,75.66873125827296,76.29158048280635,26.077420894255845,64.14842809155034,20.28919455981086,1
-1.12,3.2,62.50529963227365,31.958065654521178,66.40317486609061,55.26696176129214,24.93879449954182,57.60533589881358,18.332495209490002,1
1.6,-2.72,34.20549690191616,29.00814518062232,44.54722731225989,27.378529881690213,48.909456612412576,32.05998018612544,27.745505877947004,1
0.8,2.08,70.37423366399719,40.45991333826922,71.18348497491638,73.22899211864329,28.850534884495286,60.160806515816496,25.65263282874643,1
-1.76,1.28,77.83531070991478,29.7360638565984,73.33256648086247,66.5070327872672,19.592556087433834,63.82227362024391,10.245157680704033,1
2.4,-2.24,48.69720959535016,27.387084562250763,56.526118519103626,44.84565276576802,44.96190805449199,38.455203692513265,20.67748521714558,1
-1.76,-0.32,41.013878023402555,38.50161830606552,54.6515217307888,38.3454841552193,42.71236401440361,38.66119575172435,30.28485269744668,0
-0.32,1.6,67.81286552223602,29.344515654966337,75.14401935416953,64.9305173858716,18.762885172998917,66.24671177101672,5.6210457815757415,1
1.92,1.6,58.16699756513543,39.74292961920258,65.87097316927097,61.95292108504861,39.381569775679964,51.93069635124068,21.852155995744667,0
-0.8,0.48,62.911916368823285,44.247049060140654,64.96585935466933,57.14344758364619,29.373645714653172,55.24869799083572,27.900764300098622,1
-0.8,3.68,64.48394071055509,32.47793140124401,67.07598971095949,57.74278733676289,25.818553306389564,57.87219490657587,18.847183762860563,1
-1.12,2.72,67.06877244226666,29.238769785521406,73.60570240269323,65.0626483502246,20.902064753210567,63.846272617068124,9.513002367086216,1
1.44,0.8,52.00618123071382,38.192214613266934,57.50197639763918,37.63624520102548,46.9601491804179,38.73823974614466,30.514786515541232,1
2.08,3.68,72.33232277943858,27.859169432244798,83.44834126179794,80.699099721994,20.805207955811028,74.77214477791802,0.0,1
-2.72,-1.12,19.268890373319778,51.980615603804544,37.35064485101044,32.12975568112287,47.250613724953666,22.663773527260744,37.551507802110095,1
-0.64,-3.52,27.623355145613132,56.34426899796502,35.68925242912099,26.258775744043373,63.87523638075898,24.74679088102494,41.83658403362311,1
0.16,0.16,41.755832291676384,50.09472072931719,52.8595719746421,27.96077774241136,43.72276160452792,36.62479561134617,35.70512505659443,1
3.68,-0.96,33.54823112132769,52.2973469324363,46.655647617267384,29.42204562717387,49.83747006044565,27.859378236070473,39.04124500990075,1
1.76,-3.68,34.34522885804259,30.630612459240538,46.057102345110366,29.318363636098972,50.06925538217939,29.991742653358372,32.33130557606816,1
-4.0,1.92,61.23693844554916,29.019646922437865,68.93130649723818,62.350565376740995,23.24789877325403,58.85068552394689,18.021380048886968,1
0.48,-2.56,49.096685961923384,37.276438929499584,50.924908742948205,50.197444962396816,48.2059742470842,31.770707337069695,32.36819768303777,1
3.52,-2.88,51.93087593668275,27.33605836320229,59.9541427024439,54.14811500935131,42.30248621480091,44.30335796814706,15.225194114890662,1
2.56,0.48,56.09910520505122,42.845168339182706,62.34693191746021,60.965245399296975,42.72707040808322,48.26457069882268,23.578598954157172,1
0.32,-3.36,30.49616992527288,54.62210749812985,44.31535262056158,37.03984628797974,52.79202394837323,26.186528860833157,37.40444952641211,1
-1.6,-3.36,26.69266606091915,55.97640881345456,42.33685191444546,35.97715789305384,56.40281868876879,28.634551636229116,35.395361780595756,1
-0.16,0.48,51.23625447002166,32.839101442431286,67.15532859108723,54.24976850969116,30.360315553630727,51.62291147222959,22.320648633322648,1
1.6,0.96,52.6046010256386,40.325879098457946,59.57593932550482,47.916878656272544,45.840018443515426,41.51711490874031,29.917900518925645,1
-2.88,0.0,61.74919086838517,27.027844828707273,77.83259067011517,67.25721553767224,16.59909692248562,68.83401539494535,6.862467915752607,0
-4.0,0.96,59.13896874072685,35.43011373474445,65.4099552063164,58.64730285067295,26.016549787956,56.19801098950783,20.786338471215316,1
3.84,3.04,58.81295032069366,38.40861752251102,68.78617822515108,65.07234415066966,36.835389563484554,55.16136918382655,20.05788290947639,0
-1.44,0.48,77.62412456290684,30.21779083683748,71.1019401132935,62.74387616944879,20.959595050178518,61.836545221875994,11.15253504194592,1
-0.32,-3.52,24.327620837393056,58.082894535902966,40.41118998502788,22.03113272976648,54.22898440155583,23.085670691866568,42.161707779856556,1
-3.04,1.76,66.54791137889794,27.635970745013708,72.58762115117432,64.84662282466509,19.477976423745734,62.23391807583438,14.485609714459924,1
-1.76,-1.44,34.341517483296784,56.00684137033702,40.874049992225935,37.04613620015401,50.29200211554854,26.043380711436825,35.243897760501866,1
-0.8,-1.12,36.25843549940687,40.63280805875763,46.22234999453545,35.84303563985042,48.73472250637437,25.631972645058504,35.406858715583326,1
-3.04,-1.12,39.52328853550523,50.06314100559298,45.140261333316516,33.91684330517517,43.057365628777035,29.67952095686954,34.73704750986115,1
3.2,-1.6,38.44547772044456,45.846030634562496,47.469094968907434,43.819239357237784,53.536222670981175,29.312088471955896,36.82024660382299,1
-3.2,3.36,65.06151488992765,32.010039479698534,70.08818922036446,62.85029523529762,21.820754424012012,59.815647945628214,17.72891249586175,0
-2.72,2.88,64.40952407890046,30.569466432332668,72.34822223224982,63.88076978166722,19.713086838309053,61.97627916876927,14.8106224163076,0
-0.48,-3.36,29.57691352082719,55.230604948200664,37.83729845813238,30.51641386176377,62.79850906956602,24.729589986306497,41.24947806517463,1
-0.32,2.08,67.63956092617394,29.331562229701582,74.73070525782138,62.50501467855762,17.741746393591704,66.33089618922641,6.008677040706225,1
1.92,1.28,57.62263500229142,39.993181227400754,65.47367445203523,61.39944418594046,39.79355100279594,51.28531543426089,22.38700270292932,0
-3.84,0.48,57.78589370878444,29.728226189471627,69.70058013725419,61.29689515003298,22.015001981485582,60.45941143359204,11.925732101277621,1
-3.04,2.24,64.7236739576293,28.744867402418997,72.27664595962287,64.04965925493319,19.561640509019007,61.917230850553345,14.799589160877265,1
3.84,0.32,55.772251766320096,43.45070444302987,62.40115157315325,61.692849854887896,42.841217571218394,48.43374762242961,23.472953626925815,1
2.24,2.72,62.94363876541638,31.46700174901487,72.6627513559084,73.31294076541357,30.127050014324027,61.61828926565897,12.734065018857345,0
-3.52,3.52,68.0136093836573,30.196999450500655,68.9169329649863,62.06922141097776,23.032226573453464,58.845536352250875,18.691979712073536,0
-1.12,-0.8,25.69172691304867,53.59063053478568,46.493764351328075,40.27857679625545,51.65638796411713,28.484155484389554,37.849973745835456,0
3.36,-2.08,37.59504424962819,41.24245408591249,55.276439991840434,38.3175473818627,46.9457324856356,35.62136833621054,30.55378126107182,1
