preset_name,amp_attack,amp_decay,amp_sustain,amp_release,osc1_waveform,filter_attack,filter_decay,filter_sustain,filter_release,filter_resonance,filter_env_amount,filter_cutoff,osc2_detune,osc2_waveform,master_vol,lfo_freq,lfo_waveform,osc2_range,osc_mix,freq_mod_amount,filter_mod_amount,amp_mod_amount,osc_mix_mode,osc1_pulsewidth,osc2_pulsewidth,reverb_roomsize,reverb_damp,reverb_wet,reverb_width,distortion_crunch,osc2_sync,portamento_time,keyboard_mode,osc2_pitch,filter_type,filter_slope,freq_mod_osc,filter_kbd_track,filter_vel_sens,amp_vel_sens,portamento_mode
SoftAires2,0.0333333,1.23334,0,0.965247,1,0,0.191667,0.363334,1.225,0.408209,6.82663,0.047139,1,0,0.468635,2.8,0,2,-0.171637,0.256184,0.0733334,-1,0,0.006667,0,0.2,0.88,0.143333,1,0,0,0,0,12,0,1,0,1,1,1,0
SoftYellow,0.0333333,1.28334,0,0.73192,2,0.0916667,0.533334,0.173333,0.791667,0.389528,1.81837,0.38189,0.0551181,1,0.606299,2.12598,0,2,-0.720105,0.130192,-0.559055,-0.480315,0,0.787402,0.738294,0.036667,0.88,0.0999993,1,0,1,0,0,0,0,1,0,0.196667,1,1,0
Sopranos2,0.497266,0.941667,0.530452,0.122285,1,0.506689,0,0.394406,0.562566,0.86589,2.43983,-0.0602354,0.748911,0,0.478636,2.30254,0,-1,0.469007,0.42703,-0.522042,-0.396312,0,0.302331,0.974562,0,0.833104,0.1992,0.0952539,0,1,0.140827,2,9,2,0,0,1,1,1,0
WarmAnalog7,0.291667,0.766667,0.41,0.573586,2,0.308333,0.733333,0.2,1.225,0.747709,4.79997,0.0804723,0.023622,2,0.425197,2.07343,0,0,0.36,0.222586,-1,-1,0,0,1,0,0.88,0.196666,1,0,0,0.0166667,0,0,0,0,0,1,1,1,0
Speared2,0.075,0.941663,0,0.315253,2,0.133333,0.441667,0.33,0.866666,0.954724,12.4724,0.224409,1,2,0.370079,0,0,2,-0.543307,0,-1,-1,0,0,0.771654,0.206667,0,0.08,1,0,1,0,0,-10,0,0,0,1,1,1,0
StrongRed,0.125,1.66935,0.0361454,0.274948,1,0.275,0.815134,0.167484,1.7406,0.597829,8.32163,0.861161,0.035448,2,0.519685,2.2,2,0,-0.04,0.0839947,-0.866667,-1,0,0,1,0,0.687189,0.0943227,1,0,1,0.0166667,0,-12,0,1,1,0.24,1,1,0
Synth106new,0.141666,0.825,0.663333,0.173583,1,0.175,1.025,0.11,0.458333,0.5917,13.44,0.86,0.0333333,2,0.433071,0,0,0,0.661697,0,-1,-1,0,1,1,0,0.58,0,1,0,0,0.02,0,0,0,1,0,0.493333,1,0.8,0
Margherita5,0.18644,0,1,0.254427,2,0.116666,0.8,0,0.416667,0.8536,12.48,0.586667,0.0206299,1,0.380027,0,2,-2,-0.0648819,0.293982,-0.873333,-0.903832,0,1,0.726667,0.060563,0.983333,0.0987127,1,0.153,0,0.0233333,1,0,0,1,0,0.983333,0.43,1,1
LookingFor03,0.208333,1.06668,0.5,0.398583,1,0.358333,0.683333,0.23,1.03333,0.748402,10.6666,-0.17496,0.0333333,2,0.377953,1.95,0,-1,0.241575,0.226785,-1,-1,0,0.09,0,0,0.88,0.0866663,1,0.267,0,0.0266666,1,-7,0,1,0,1,1,1,0
Various4b,0.208334,0,0.99,0.94167,2,0,0.675,0.273333,0.933333,0.569875,3.30667,-0.298425,0.506667,1,0.399566,1.375,0,0,0.0666667,0,-0.833333,-1,1,0.97,0.353333,0.117729,0.623333,0.127292,1,0,0,0,0,-9,0,1,0,1,1,1,0
Principio6,0.13451,0.817127,0.616667,0.385822,2,0.128363,0.581561,0.0790287,2.35242,0.439912,14.4072,0.441102,0.02,2,0.485853,2.1,0,0,0.0933333,0.16379,-0.693333,-1,0,1,1,0,0.243868,0.316667,1,0,0,0,0,7,0,1,0,1,1,1,0
ParticularThreesome,0,1.28333,0,0,1,0,0.566667,0.0966667,1.35,0.550475,11.6267,0.917323,0.52,1,0.279567,0.675,0,0,-0.102362,0.109193,0.58,-1,0,0,0.11,0,0.623333,0.057292,1,0.36,0,0.0133333,1,-9,3,0,0,1,1,1,0
LookingFor05,0.583333,1.06668,0.5,0.998583,1,0.475,0.683333,0.23,1.03333,0.211669,11.6266,1.04504,-0.246667,2,0.377953,2.2,2,-1,0.241575,0.243584,-1,-1,0,0,0,0,0.88,0.0866663,1,0.267,0,0.0766666,1,8,0,1,2,1,1,1,1
Expressive,0.283333,1.43334,0.703333,0.398584,2,0.483333,0.908333,0.566667,1.16667,0.202478,3.30667,-0.027559,0.016378,2,0.448819,2.59843,2,0,0.307087,0.201587,-1,-0.96,0,1,0.637795,0,0,0.087292,1,0,0,0.0433333,1,0,0,1,0,1,1,1,1
SnappySource,0.163173,1.72898,0,0.139407,1,0.105499,0.338554,0.120746,1.5427,0.46761,7.77003,0.282256,1,1,0.498451,2.525,0,0,0.0666667,0.220958,-0.87713,-0.894936,0,0.836667,0.774791,0,0.163714,0.153954,0.949876,0,0,0.0166667,1,0,0,1,0,1,1,1,1
Blast,0.291667,0,0.83,0.20692,2,0.308333,0.6,0.2,0.566667,0.664488,16,1.5,0.0866141,2,0.485301,2.07343,0,0,0.36,0.125992,-1,-1,0,0.913386,1,0,0.88,0.196666,1,0.129,0,0.0266667,1,0,0,1,0,1,1,1,1
Sprite,0.291667,0,0.83,0.20692,2,0.308333,0.6,0.2,0.566667,0.76378,16,0.287402,0.0866141,1,0.485301,2.07343,0,0,1,0.125992,-1,-1,0,1,1,0,0.88,0.196666,1,0.129,1,0.0266667,1,0,0,1,0,1,1,1,1
SnappySource2,0.55484,1.72898,0.833333,0.57274,1,0.630499,0.596887,0.120746,1.5427,0.46761,7.77003,0.282256,1,1,0.498451,2.525,0,1,0.0666667,0.220958,-0.87713,-0.894936,0,0.836667,0.774791,0,0.163714,0.153954,0.949876,0,0,0.0333334,1,0,0,1,0,1,1,1,1
JackTheRipper,0.216666,1.43334,0.703333,1.93192,2,0.233333,0.908333,0.22,1.91667,0.488819,13.8667,1.31963,0.023622,2,0.525486,2.59843,2,-1,0.133754,0.201587,-1,-0.96,0,0.01,1,0,0,0.087292,1,0.444,0,0.00666667,1,-7,0,0,0,1,1,1,1
PiuDiCosi,0.216666,1.43334,0.703333,0.281917,2,0.233333,0.908333,0.22,1.16667,0.488819,13.8667,1.31963,0.016378,2,0.525486,2.59843,2,-1,0.133754,0.201587,-1,-0.96,0,1,1,0,0,0.087292,1,0.444,0,0.00666667,1,0,0,0,0,1,1,1,1
Brilliance,0.141667,1.10833,0,1.35,0,0,0,0.0233333,0.649997,0.679764,10.7733,0.822835,0.0591881,0,0.756667,2.35,0,0,1,0,-1,1,0.53,0.114466,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,0
Brassone2,0.15,0.904993,0.83,0.165333,3,0.245524,0.21962,0.689499,0.243143,0,6.33374,0.305669,-0.0251363,2,0.440945,7.5,2,0,0.953333,0.138889,-0.68,-1,0,0.425197,0.926667,0,0.616772,0.138198,1,0,0,0.0466667,0,0,2,0,0,1,1,1,1
Percussion1-5x,0,0.516676,0,0.423587,3,0.0916667,0,1,1.975,0.889167,2.55997,0.486667,0.0600003,1,0.359567,0,0,2,-0.286667,0,-1,-1,0,0.65,0.7,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0.8,0
Circularity2,0.166667,1.35001,0.746667,0.556916,2,0.166667,0.483334,0.243334,0.683333,0.569876,5.3333,1.16667,-0.00178477,2,0.267717,0,0,0,-0.146667,0,-0.966666,-1,0,1,1,0.166667,0.88,0.11,1,0,0,0,0,0,0,1,0,1,0.296667,0.25,0
ClassicOrgan,0.0333333,0.0750093,0.76,0.00691995,1,0.05,0.533333,0.306667,0.924999,0.628075,4.58667,0.706667,0.0333333,3,0.386233,0,0,-1,-1,0.222586,0.84,0.0133333,0,0.133334,0.0333333,0,0,0.08,1,0.18,0,0,0,0,0,1,0,1,1,1,0
Corg26a,0.158333,1.06667,0.503334,0.623586,2,0,0.749993,0.41,1.86667,0.622073,10.7733,0.230971,0.0393701,1,0.354331,0.325,0,0,-0.298303,0.133895,-0.593334,-0.626667,0,1,0,0.0199997,0.786667,0.113958,1,0,0,0,0,0,0,1,0,0.0366667,0.91,0.703333,0
Jarrred,0.174999,0,0.886666,0.390253,2,1,1.15833,0.11,1.975,0.109933,12.2667,0.446667,0.02,2,0.46,1.85059,4,0,0.186667,0.15959,-1,-1,0,1,1,0.03,0.636667,0.0766673,1,0.165,0,0,0,0,3,0,1,0,0.513333,0.5,0
SuperStrings,0.44556,1.39558,0.808317,0.338565,2,0.43967,2.05193,0.347575,0.435885,0.24092,7.04449,0.528691,0.031943,2,0.476352,2.89876,0,0,-0.06,0.167989,-0.795028,-1,0,0.903333,0.923333,0,0.789169,0.103417,0.9556,0,0,0,0,0,0,0,0,1,0.77,0.743333,0
SmallPiano,0.0333333,0.85001,0,0.38192,1,0.166667,0.775,0.43,1.225,0.608675,15.8933,0.492126,-0.00787402,1,0.433071,0,0,0,-0.228346,0,-1,-1,0,0.700787,0.850394,0.146667,0.88,0.0366663,1,0.078,0,0,0,12,0,1,0,1,1,1,0
RealWealth,0.15,1.75001,0,0.673584,2,0.0916667,0.991667,0.613334,1.225,0.274961,11.84,1.18504,0.0551181,2,0.339213,3.325,2,0,0.00787402,0.23664,-0.693334,-1,0,1,1,0.18,0.88,0.22,1,0,0,0,0,0,0,1,0,1,1,1,0
Done,0.0333333,1.70001,0.893333,0.165254,0,1.06667,0.65,0.893334,0.3,0.672126,11.84,1.15354,0.0393701,1,0.315302,0.75,0,2,1,1.04153,-1,-1,0,0,0.31,0.12,0.843333,0.0599997,1,0,1,0.03,1,0,0,1,2,1,0.523333,0.663333,0
WishUponaStar,0.0333333,1.50834,0,1.11525,2,0.0916667,0.383333,0.181102,1.225,0.305512,7.68504,0.948819,0.00666667,1,0.484987,2.05,0,1,0.11811,0.31746,-1,-1,0,0,0.314961,0.186667,0.88,0.206666,1,0,0,0,0,0,0,1,0,0,0.533333,1,0
DiminishedForYou,0.208333,1.06668,0.5,0.398583,1,0.358333,0.5,0.23,1.03333,0.292502,13.2266,0.46063,0.0333333,2,0.614173,2.42126,0,-1,0.401575,0.184788,-0.513334,-1,0,0,1,0,0.88,0.0866663,1,0,0,0.0233333,0,3,0,1,0,1,1,1,0
HighSeas,0.208333,1.06668,0.5,1.26525,1,0.358333,0.5,0.23,1.46666,0.45063,13.2266,0.413386,0.0333333,2,0.472441,1.87126,5,0,0.795276,0.226785,0.42,-1,0,0,1,0,0.88,0.0866663,1,0,0,0.0233333,0,0,0,1,0,1,1,1,0
Neptune,0.208333,1.15835,0.86,1.69025,0,0,0,0.0833334,1.46666,0.840158,1.28,0.933071,0.0333333,2,0.472441,2.07126,5,0,-0.0866142,0.226785,-0.00666694,-1,0,1,0.00333333,0,0.88,0.0866663,1,0,0,0.0233333,0,0,0,1,0,1,1,1,0
Done2,0.0333333,1.70001,0.893333,0.165254,0,1.06667,0.65,0.886667,0.3,0.552493,10.9867,0.81354,0.0393701,1,0.341969,0.8,2,2,1,0.957739,-1,-0.98,0,1,0,0.12,0.843333,0.0599997,1,0.138,1,0,1,-4,0,0,2,1,0.496667,0.663333,0
Cartella,0.3,0.166666,0.94,0.565254,2,0.791667,0.941667,0.12,0.208333,0.798633,-13.5467,0.986666,-0.766667,2,0.4829,1.75,2,0,0.38,0.201587,-1,-1,0.74,0.826667,0.26,0,0.636667,0,1,0,1,0,0,10,0,1,0,1,1,1,0
MonoIsGood,0.208333,1.06668,0.5,0.398583,1,0.358333,0.5,0.23,1.03333,0.292502,13.2266,0.278373,0.0333333,2,0.377953,2.25,0,-1,1,0.208333,-0.786667,-1,0,0.700787,1,0,0.88,0.0866663,1,0.162,0,0.0233333,2,-12,0,0,1,1,1,1,0
CZ,0.975,1.56668,0.47,1.19025,2,0.966666,1.56667,0.14,1.53333,0.921551,11.9466,0.192913,0.0333333,2,0.245591,1.725,0,-1,-0.0708661,0,-1,-1,0,1,1,0,0.88,0.0866663,1,0,0,0,0,0,0,1,0,1,1,1,0
Hurricane2,0.15,0.616677,0.386666,1.08192,2,0.116667,0.725,0.253334,1.33333,0.320909,7.68,0.373805,0.02,1,0.608635,2.3,2,1,-0.11811,0.197388,-0.626667,-1,0,0.983333,0.503937,0.153334,0.88,0.143333,1,0,0,0,0,0,0,1,0,1,1,1,0
evening5downtown,0.0333333,0.966673,0,0.790247,0,0.0916667,0.6,0.476667,1.225,0.408209,6.82663,0.047139,0.02,1,0.401575,0,0,0,-0.0983033,0,-1,-1,0,0.006667,0,0.296667,0.88,0.24,1,0,0,0,0,-12,0,1,0,1,1,1,0
Backdrop2z,0.316667,1.05001,0.933333,0.715254,2,0.65,1.15833,0,1.51667,0.851175,-11.84,1.02,0.0333333,2,0.333333,0,0,0,0.333333,0.167989,-0.666667,-1,0,0.79,0.823333,0,0.88,0,1,0,0,0.106667,1,0,0,1,0,1,1,1,1
DalisTwo,0,1.60834,0,0.256923,2,0.641666,0.649996,0.266667,0.541667,0.478533,9.6,-0.353333,-0.04,2,0.498635,0,0,0,0.673333,0,-1,-1,0,0.783334,1,0,0.88,0.05,1,0,1,0.193333,1,-5,0,1,0,1,0.436667,0.49,1
Seventees,0.191667,0.198423,0.513333,0,2,6.95688e-09,0.192267,0.136219,0.33064,0.97,10.88,1.5,0.0393701,2,0.606299,0.3,0,0,0.14,0,0.626667,-1,0,0,0,0.0232903,0.177191,0.113303,0.979909,0,0,0,1,0,0,1,0,0.00666667,0.553333,1,0
Seventees2,0.191667,0.198423,0.513333,0,2,6.95688e-09,0.192267,0.136219,0.33064,0.893622,10.88,0.665354,0.0393701,2,0.606299,0.3,0,0,0.14,0,0.08,-1,0,0,0,0.0232903,0.177191,0.113303,0.979909,0,0,0,1,0,0,1,0,0.00666667,0.553333,1,0
Perfektion,0.158333,0,0.92,0.523587,2,0.158333,0,0.456666,1.975,0.4559,-0.106673,0.553333,0.02,1,0.473333,0,0,0,0.0466667,0,-1,-1,0,1,1,0,0,0,1,0,0,0.0233333,2,0,0,1,0,0.286667,1,1,0
SeventeesRezzEx,0.191667,0.198423,0.513333,0,2,6.95688e-09,0.192267,0.136219,0.33064,0.97,10.88,0.61811,0.0393701,2,0.496299,0.3,0,0,0.14,0.852547,0.626667,-1,0,0,0,0.0232903,0.177191,0.113303,0.979909,0,1,0,1,0,0,1,2,0.00666667,0.553333,1,0
SorryToGo,0.78333,1.45001,0.763333,1.58192,1,0,0,0.483334,1.61667,0.514024,12.0533,0.253333,-0.04,2,0.433071,2.47992,0,1,0.21503,0.201588,-0.646666,-1,0,0.59,0.953333,0.0900006,0.88,0.0666663,1,0,0,0,0,0,0,0,0,0.583333,1,1,0
DentistFriend,0.15,0.566677,0.763332,0.115257,2,0.116667,0.649997,0.223334,0.58333,0.307975,9.06667,1.10714,0.00666667,1,0.438635,0.7875,0,2,1,0.915543,-1,-1,0,1,0.316667,0,0.88,0.21,1,0.096,1,0,2,0,0,1,1,0.596667,1,1,0
Polyanna,0.166667,1.37769,0.876667,0.866617,2,0.35,2.4068,0.580817,1.7406,0.0129333,7.14667,1.46,0.0369553,2,0.482519,0.475,0,-1,-0.00666667,0.113393,-0.386667,-1,0,0.963333,1,0,0.687189,0.127656,1,0,0,0.0233333,0,0,0,0,0,1,1,1,1
FrequencyCBA,0.0514751,0.5795,0,0.401082,2,0.75,0.875426,0.902342,1.32626,0,-12.9764,0.756746,0.370079,1,0.842231,0,2,2,-0.572966,0,-0.97062,-1,0,0,0.902825,0.112328,0.527352,0.120651,0.930655,0,0,0,0,10,2,0,0,1,1,0.533333,0
HesitationZ,0.0333333,1.08334,0,0.39025,1,0.0916667,0.65,0.423334,1.225,0.282109,12.0533,0.127139,0.02,2,0.488635,2.225,2,0,0.408363,0.386376,-1,-1,0,1,1,0.0700002,0.88,0.126666,1,0,1,0,0,0,0,1,1,1,1,0.55,0
Without2,0.166667,1.37769,0,0.97495,2,0.35,2.4068,0.200817,1.7406,0,3.19745,-0.5,0.0551181,1,0.482519,2.42126,0,0,-0.370079,0.239385,-1,-1,0,0.84252,0,0,0.687189,0.127656,1,0,0,0.00666663,0,0,4,1,0,1,1,1,0
BeeSting,0.13451,1.08379,0.666667,0.485822,1,0.128363,0.539895,0.0490287,2.35242,0.8342,11.8472,0.106667,-0.0133333,2,0.450079,2.2,0,-1,1,0.281382,-1,-1,0,1,1,0,0.243868,0.316667,1,0,0,0,2,0,0,1,0,1,0.266667,0.543333,0
Corg26,0.158333,0.125,0.786667,0.940253,2,0,1.16666,0.193333,1.86667,0.780506,13.0133,0.417638,0.0393701,1,0.449566,0.325,0,0,-0.298303,0.188492,-0.593334,-0.626667,0,1,0,0.0199997,0.786667,0.113958,1,0,0,0,0,0,0,1,0,0.0366667,1,1,0
BeeSting3,0.13451,1.08379,0.666667,0.485822,1,0.128363,0.631562,0.212362,2.35242,0.8342,11.8472,-0.326666,-0.0133333,2,0.450079,2.2,0,-1,0.08,0.281382,-1,-1,0,1,1,0,0.243868,0.316667,1,0,0,0,2,0,0,1,0,1,0.353333,0.543333,0
FuzzAir3,0.219774,1.20633,0.523333,0.283333,0,0.203517,0.891667,0.13,1.19167,0.18817,-13.2267,1.5,0.023622,2,0.322835,1.3,0,0,0.17811,0.172189,-0.793333,-1,0.00333333,0,1,0,0.710228,0,1,0.339,0,0,1,0,3,0,0,0,1,1,0
FantomGuitar,0.141667,1.32501,0,0.24859,1,0.233333,0.6,0,0.125,0.521375,5.05113,0.523622,0.0133333,1,0.544016,2.7,2,-1,1,0.0839947,-1,-0.813333,0,0.824467,0.823333,0,0.88,0,1,0,0,0,0,0,0,1,0,1,0.593333,0.593333,0
ALittleBetter,0.13451,0.70046,0.296667,0.485822,1,0.128363,0.548228,0.102362,2.35242,0.190945,13.1272,0.681102,-0.0133333,2,0.485853,1.675,0,-1,1,0.180589,-1,-1,0,1,1,0,0.243868,0.316667,1,0,0,0,0,0,0,1,0,1,1,1,0
Knocks1,0.166667,0.708343,0,0.648587,1,0.166667,0.333333,0.263333,1.225,0.467764,9.38667,0.173333,0.023622,1,0.42979,0.125,2,3,1,1.11293,-0.84,-0.913333,1,0.516667,0,0,0.88,0,1,0,1,0,1,0,0,1,1,0.506667,1,1,0
OldenHorns4,0.378107,1.91466,0.758615,0.346094,3,0.461851,0.736681,0.246303,1.46126,0.0992913,6.32774,-0.358268,0.023622,2,0.464567,0,0,0,1,0.15959,-0.779462,-0.903832,0,1,1,0,0.710228,0,1,0,0,0.0366667,0,0,0,0,0,1,1,1,0
Partenza25,0.816667,1.80834,0,1.12359,2,0.0916667,0.65,0.603334,1.225,0.712142,3.73333,-0.279528,0.0333333,1,0.307087,1.65,0,0,-0.0983033,0.142791,-0.446667,-1,0,0.983333,0.5,0.746667,0.88,0.333333,1,0,0,0,0,7,0,1,0,1,1,1,0
Knocks2,0.166667,0.708343,0,0.648587,1,0.166667,0.333333,0.263333,1.225,0.467764,9.38667,0.173333,0.023622,1,0.42979,0.125,2,3,1,1.11293,-0.84,-0.913333,0,0.516667,0,0,0.88,0,1,0,1,0,1,0,0,1,1,0.506667,1,1,0
AllAroundBass2,0.191667,0.841677,0,0.265254,0,0.183333,0.3,0.263333,2.475,0.6014,16,1.11307,-1,1,0.474226,0,2,1,1,0,0.0133333,-1,0,0.68,0.49,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0.996667,0
NoHellBells,0.0514751,1.5545,0,1.48442,0,0.741667,1.63376,0.0466667,1.62626,0.0992913,-5.44337,0.916746,1,1,0.465565,2.38287,0,1,0.607034,0.263781,-1,-0.0976169,0.43,0.165674,0.569492,0.158995,0.527352,0.170651,0.930655,0.048,0,0,0,12,0,0,0,1,1,1,0
Pear,0.317842,1.13379,0.66,0.15,1,0.4,0.541667,0.79,0.244086,0.297874,-8.94488,0.906667,0.00671303,1,0.407454,1.8,0,1,-0.213333,0.230986,-0.726667,-1,0,0.85,0.0133329,0,0.793868,0.136302,1,0,0,0.0141667,1,0,0,0,0,0.996667,1,0,0
Synth105,0.141666,0.825,0.716666,0.173583,1,0.175,0.766666,0.123333,0.458333,0.604633,11.2,0.366667,0.0333333,2,0.469567,0,0,-1,0.661697,0,-1,-1,0,1,1,0,0.58,0,1,0,0,0.0133333,0,0,0,1,0,1,1,1,0
OnSaturnBliss,0.15,1.14666,0.0231676,1.01533,3,0.220524,0.39462,0.319499,1.23481,0.582261,6.33374,0.145669,-0.0451362,2,0.376351,1.71058,2,1,0.875241,0.117436,0.0134793,0.094345,0,0.540935,0.662138,0.163503,0.616772,0.271531,1,0,0,0,0,0,0,1,0,1,1,1,0
YouPickWhich,0.0333333,1.41667,0,1.20692,2,0,0.575,0.11811,1.51667,0.695039,11.52,0.38189,-0.02,1,0.481968,2.15,0,2,-1,0.281382,-0.0333333,-1,1,0.0420996,0.527559,0.073334,0.88,0.0833333,1,0,0,0.02,0,0,0,0,2,0.783333,0.976667,1,1
Synth101return,0.141666,0.825,0.663333,0.173583,1,0.175,0.825,0.2,0.458333,0.604633,11.52,0.44,0.0266666,2,0.7429,0,0,1,0.526667,0,-1,-1,0,0.496667,1,0,0.58,0,1,0,0,0.0233333,0,0,0,0,0,1,1,1,0
Outline4,0.240011,2.03778,0.974658,0.455919,1,0.149933,0.637447,0.163632,0.52193,0.840158,2.74831,0.327769,0.00931433,1,0.559003,0,2,0,0.04,0,-1,-0.879543,0,0.346457,0,0,0.191439,0.0674586,0.989494,0.00598206,0,0.0333333,2,0,0,1,0,0.963333,1,1,0
Outline5,0.131678,2.03778,0.974658,0.455919,1,0.174933,0.32078,0.323632,0.52193,0.876233,16,0.186667,0.00931433,1,0.482336,0,2,0,0.04,0,-1,-0.879543,0,0.346457,0,0,0.191439,0.0674586,0.989494,0.00598206,0,0.0333333,2,0,0,1,0,0.963333,1,1,0
Overpass3,0.85,1.07501,0.863333,2.15692,2,1.05833,1.04167,0.87,1.96667,0.385575,6.72,0.746667,0.0266666,2,0.461969,0.775,0,0,-0.0983033,0.226786,-0.993334,-0.753333,0,0.983333,1,0.17,0.283333,0.143333,1,0,0,0,0,0,0,0,0,1,1,1,0
Starfall9,0.175,1.35834,0,1.40692,2,0,0,0,0,0.101042,16,0.486667,0.00666667,1,0.6829,2.12343,1,0,-1,1.25992,-1,-1,0,0,0,0,0.88,0.303333,1,0,0,0,0,0,1,0,1,1,1,1,0
TheUsualLBis,0.291667,1.31668,0.74,1.57359,1,0.2,0.466667,0.526667,1.31667,0.710315,3.94667,0.145669,0.0393701,2,0.505538,1.53543,0,0,0.433071,0.277182,-0.646667,-0.933333,0,0.212598,1,0.0200004,0.88,0.12,1,4.96705e-10,0,0,0,0,0,0,0,0.126667,1,1,0
GlassBay2,0.0333333,1.50001,0,0.781913,2,0.0916667,0.6,0.476667,1.225,0.408209,3.90551,0.047139,0.02,0,0.411969,0,0,0,-0.0983033,0,-1,-1,0,0.622047,0,0.193334,0.88,0.14,1,0,0,0,0,0,0,1,0,1,1,1,0
SlicedFifths,0.208333,1.15835,0.86,0.573583,2,1.05833,0.983333,0.0666667,1.46666,0.24749,-14.4,1.48667,0.0333333,2,0.530892,0.72126,0,0,-0.0144353,0,0.933333,-1,0,1,1,0,0.88,0.0866663,1,0,0,0.0966666,0,7,3,1,2,0.103333,1,0.736667,0
CZvariant,0.266667,1.56668,0.47,1.11525,2,0.249999,1.56667,0.14,1.53333,0.921551,11.9466,0.192913,0.0333333,2,0.388924,1.725,0,-1,-0.0708661,0.461971,-1,-1,0,1,1,0,0.88,0.0866663,1,0,1,0,0,0,0,1,2,1,1,1,0
CZvariant2,0.266667,1.56668,0.47,1.11525,2,0.249999,1.56667,0.14,1.53333,0.921551,11.9466,0.192913,0.0333333,2,0.355591,1.725,0,-1,-0.0708661,0.230986,-1,-1,0,1,1,0,0.88,0.0866663,1,0,0,0.0566667,0,0,0,1,2,1,1,1,0
MarsFields3,0.158333,0.88334,0,1.76525,0,0,0.641666,0.176667,0.566666,0.731541,0.85333,-0.352861,0.0266667,2,0.478635,1.71693,0,1,-0.126667,0.109193,-0.766667,-1,0,0.963333,0.92,0,0.88,0.136666,1,0,0,0,0,0,1,1,0,0.783333,1,1,0
MarsFields4,0.158333,0.88334,0,1.39025,0,0,0.641666,0.176667,0.483333,0.660408,1.81333,0.373806,0.56,2,0.478635,2.36693,0,1,-0.126667,0.31918,-0.446667,-1,0,0.963333,0.92,0,0.88,0.136666,1,0,1,0,0,0,0,0,0,1,1,1,0
Operator,0.266667,1.56668,0,1.11525,0,0.249999,1.56667,0.14,1.53333,0.223151,10.0266,0.472913,0.0333333,0,0.388924,2.075,4,3,0.226667,1.25992,-1,-1,1,0.443333,0.8,0,0.88,0.0866663,1,0,0,0,0,0,4,0,2,1,1,1,0
FMpurity,0.266667,1.56668,0,1.11525,0,0.249999,1.56667,0.14,1.53333,0.223151,10.0266,0.472913,0.0333333,0,0.388924,0,0,3,0.113333,0,-1,-1,0.503333,0.443333,0.8,0,0.88,0.0866663,1,0,0,0,0,0,4,0,2,1,1,1,0
Angels,0.266667,1.56668,0,1.11525,0,0.249999,1.31667,0.14,1.53333,0.611151,8.1066,-0.0133333,0.0333333,0,0.388924,0,0,3,0.113333,0,-1,-1,0,0.443333,0.8,0,0.88,0.0866663,1,0,0,0,0,0,0,1,2,1,1,1,0
Heaven,0.266667,1.56668,0.763333,1.21525,2,0.249999,1.31667,0.14,1.53333,0.8633,-0.533333,0.953333,0.06,2,0.318924,2.3,4,1,0.433333,0,0.713333,-0.986667,0,0,0.346667,0,0.88,0.0866663,1,0,0,0,0,0,0,1,2,1,1,1,0
Yesteryear5,0.274747,2.45531,0.94563,0.579764,2,0.239228,0.701628,0.234488,0.496619,0,13.12,-0.5,0.0551181,1,0.511811,2.2,2,0,-0.273333,0.260384,-0.566667,-0.68,0,1,0.818898,0,0.620284,0.0664032,1,0,0,0.0333333,0,0,0,0,1,1,1,1,0
Ladder1,0.0333333,1.23334,0.766667,0.331913,2,0.0916667,0.658333,0.233334,1.225,0.776809,7.46663,-0.0461944,0.02,1,0.471969,0,0,0,1,0,-1,-1,0,1,0,0.18,0.88,0.153333,1,0,0,0.00999997,2,0,0,1,0,0.453333,1,1,0
ManyRungs,0.0333333,1.23334,0.766667,0.331913,0,0.0916667,0.733333,0.163334,1.225,0.818842,14.2933,0.047139,0.02,1,0.471969,0,0,1,-0.0983033,0,-1,-1,0,0.354331,0,0.42,0.88,0.153333,1,0,0,0.0133333,2,0,0,1,0,1,1,1,0
ManyRungs3,0.15,1.23334,0.766667,0.331913,0,0.0916667,0.7,0.216667,1.225,0.805909,15.7866,-0.252861,0.02,1,0.360709,1.975,0,1,-0.0983033,0,0.853333,-1,0,0.322835,1,0.42,0.88,0.153333,1,0.168,0,0.0133333,2,0,0,1,0,1,1,1,0
Ladder2,0.241667,1.23334,0.766667,0.331913,2,0.366667,0.516666,0.166667,1.225,0.608676,5.3333,0.100472,0.02,2,0.448819,0,0,0,1,0,-1,-1,0,1,0.91,0.18,0.88,0.153333,1,0,0,0.00999997,2,0,0,1,0,0.09,1,1,0
OperatorBroken,0.25,1.74168,0,1.82359,0,0,0,0,0,0.0776,2.24,1.2,0.023622,0,0.38979,1.9,4,0,-1,1.25992,-0.933333,-1,1,0.516667,0.546667,0,0.88,0,1,0,0,0,0,0,0,1,1,0,1,1,0
Dreamtime,0.25,1.74168,0,1.82359,0,0,0,0,0,0.0776,2.24,1.2,0.023622,0,0.38979,1.875,0,0,-1,0.264583,-0.933333,-1,0.496667,0.516667,0.546667,0,0.88,0,1,0,0,0,0,0,0,1,1,0,1,1,0
